rank,recency,history_segment,history,mens,womens,newbie,segment,visit,conversion,spend,treatment,zip_code_Surburban,zip_code_Urban,channel_Phone,channel_Web,ite,allocated,discount_tier,tier_cost,ite_multiplier,expected_incremental_conversion
511,1,"6) $750 - $1,000",808.23,1,1,1,No E-Mail,1,0,0.0,0,False,True,False,False,0.013716267515997957,1,low,5.0,1.0,0.013716267515997957
512,4,5) $500 - $750,721.1,1,1,1,Mens E-Mail,1,0,0.0,1,False,True,False,False,0.01371489728711019,1,low,5.0,1.0,0.01371489728711019
513,3,5) $500 - $750,749.59,1,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,False,0.01371368456866312,1,low,5.0,1.0,0.01371368456866312
514,8,5) $500 - $750,716.66,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.013711539861881502,1,low,5.0,1.0,0.013711539861881502
515,5,5) $500 - $750,690.11,1,1,1,No E-Mail,1,0,0.0,0,False,True,False,False,0.01370856725822446,1,low,5.0,1.0,0.01370856725822446
516,2,"6) $750 - $1,000",776.24,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013706920388179111,1,low,5.0,1.0,0.013706920388179111
517,3,"6) $750 - $1,000",859.16,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.01370562712459281,1,low,5.0,1.0,0.01370562712459281
518,8,5) $500 - $750,601.97,1,1,1,Mens E-Mail,1,0,0.0,1,False,True,False,False,0.013704149759414242,1,low,5.0,1.0,0.013704149759414242
519,8,5) $500 - $750,601.87,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.01370384804952093,1,low,5.0,1.0,0.01370384804952093
520,3,5) $500 - $750,746.12,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013703215235365197,1,low,5.0,1.0,0.013703215235365197
521,1,"6) $750 - $1,000",915.79,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.013702145703072077,1,low,5.0,1.0,0.013702145703072077
522,3,"6) $750 - $1,000",857.34,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.013700136004534532,1,low,5.0,1.0,0.013700136004534532
523,6,"6) $750 - $1,000",770.12,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.013698494236742784,1,low,5.0,1.0,0.013698494236742784
524,6,5) $500 - $750,657.75,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013698103803800363,1,low,5.0,1.0,0.013698103803800363
525,6,5) $500 - $750,657.34,1,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,False,0.013696866793237783,1,low,5.0,1.0,0.013696866793237783
526,6,5) $500 - $750,656.44,1,1,1,Mens E-Mail,1,0,0.0,1,False,True,False,False,0.013694151404197975,1,low,5.0,1.0,0.013694151404197975
527,9,5) $500 - $750,681.73,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.013693322463199287,1,low,5.0,1.0,0.013693322463199287
528,1,"6) $750 - $1,000",912.63,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.013692611670443422,1,low,5.0,1.0,0.013692611670443422
529,4,5) $500 - $750,711.96,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.01368732100286148,1,low,5.0,1.0,0.01368732100286148
530,3,"6) $750 - $1,000",851.49,1,1,1,Womens E-Mail,1,0,0.0,1,True,False,False,False,0.013682485975775788,1,low,5.0,1.0,0.013682485975775788
531,1,"6) $750 - $1,000",909.21,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.013682293192092155,1,low,5.0,1.0,0.013682293192092155
532,3,5) $500 - $750,738.99,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.01368170331997206,1,low,5.0,1.0,0.01368170331997206
533,6,5) $500 - $750,651.53,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.01367933744843636,1,low,5.0,1.0,0.01367933744843636
534,8,5) $500 - $750,592.46,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013675457148560284,1,low,5.0,1.0,0.013675457148560284
535,3,"6) $750 - $1,000",849.16,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.01367545613526162,1,low,5.0,1.0,0.01367545613526162
536,4,5) $500 - $750,707.74,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013674588845363721,1,low,5.0,1.0,0.013674588845363721
537,8,5) $500 - $750,704.38,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.013674489886982801,1,low,5.0,1.0,0.013674489886982801
538,3,"6) $750 - $1,000",848.74,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.01367418895370971,1,low,5.0,1.0,0.01367418895370971
539,4,"6) $750 - $1,000",818.49,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.01367009157803449,1,low,5.0,1.0,0.01367009157803449
540,3,"6) $750 - $1,000",847.38,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.013670085699160669,1,low,5.0,1.0,0.013670085699160669
541,3,"6) $750 - $1,000",846.64,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.013667853045950161,1,low,5.0,1.0,0.013667853045950161
542,3,"6) $750 - $1,000",846.59,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.013667702191003505,1,low,5.0,1.0,0.013667702191003505
543,1,"7) $1,000 +",1364.92,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,True,0.013665485499124632,1,low,5.0,1.0,0.013665485499124632
544,9,5) $500 - $750,560.16,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.01366517472007217,1,low,5.0,1.0,0.01366517472007217
545,1,"7) $1,000 +",1364.36,1,1,1,No E-Mail,1,0,0.0,0,False,True,False,True,0.013663795923722084,1,low,5.0,1.0,0.013663795923722084
546,10,5) $500 - $750,642.96,1,1,1,Mens E-Mail,1,0,0.0,1,True,False,False,False,0.013663519404613893,1,low,5.0,1.0,0.013663519404613893
547,1,"6) $750 - $1,000",790.36,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013662351958063122,1,low,5.0,1.0,0.013662351958063122
548,3,"6) $750 - $1,000",844.0,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.013659887904766728,1,low,5.0,1.0,0.013659887904766728
549,1,"6) $750 - $1,000",789.45,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013659606398033982,1,low,5.0,1.0,0.013659606398033982
550,2,"6) $750 - $1,000",872.75,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.013659459632042268,1,low,5.0,1.0,0.013659459632042268
551,7,5) $500 - $750,615.53,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013657891753895708,1,low,5.0,1.0,0.013657891753895708
552,1,"7) $1,000 +",1961.17,0,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.013657813811169641,1,low,5.0,1.0,0.013657813811169641
553,2,"6) $750 - $1,000",759.87,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013657530478643955,1,low,5.0,1.0,0.013657530478643955
554,6,5) $500 - $750,643.97,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013656528180501983,1,low,5.0,1.0,0.013656528180501983
555,10,"6) $750 - $1,000",883.63,1,1,1,Mens E-Mail,1,0,0.0,1,False,False,False,False,0.013654226111979275,1,low,5.0,1.0,0.013654226111979275
556,2,"7) $1,000 +",1114.21,1,1,1,Womens E-Mail,1,0,0.0,1,False,False,False,False,0.013652549847564813,1,low,5.0,1.0,0.013652549847564813
557,1,"7) $1,000 +",1142.22,1,1,1,Womens E-Mail,0,0,0.0,1,False,False,False,False,0.013649888921629848,1,low,5.0,1.0,0.013649888921629848
558,10,5) $500 - $750,638.24,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.013649278697649573,1,low,5.0,1.0,0.013649278697649573
559,1,"6) $750 - $1,000",898.17,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.013648984419870521,1,low,5.0,1.0,0.013648984419870521
560,2,"6) $750 - $1,000",756.84,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013648388668876604,1,low,5.0,1.0,0.013648388668876604
561,1,"6) $750 - $1,000",785.05,1,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,False,0.013646331162728259,1,low,5.0,1.0,0.013646331162728259
562,1,"7) $1,000 +",1358.36,1,1,1,No E-Mail,1,0,0.0,0,False,True,False,True,0.01364569333012337,1,low,5.0,1.0,0.01364569333012337
563,12,5) $500 - $750,578.71,1,1,1,No E-Mail,1,0,0.0,0,True,False,False,False,0.013644010532264259,1,low,5.0,1.0,0.013644010532264259
564,2,"6) $750 - $1,000",754.0,1,1,1,Mens E-Mail,1,0,0.0,1,False,True,False,False,0.013639820107906545,1,low,5.0,1.0,0.013639820107906545
565,1,"7) $1,000 +",1138.56,1,1,1,Womens E-Mail,0,0,0.0,1,False,False,False,False,0.013638846339534631,1,low,5.0,1.0,0.013638846339534631
566,2,"6) $750 - $1,000",753.09,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.01363707454787741,1,low,5.0,1.0,0.01363707454787741
567,7,5) $500 - $750,608.36,1,1,1,No E-Mail,1,0,0.0,0,False,True,False,False,0.013636259154545246,1,low,5.0,1.0,0.013636259154545246
568,1,"6) $750 - $1,000",781.62,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013635982513387664,1,low,5.0,1.0,0.013635982513387664
569,6,5) $500 - $750,636.59,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013634261990375564,1,low,5.0,1.0,0.013634261990375564
570,1,"7) $1,000 +",1465.8,1,1,1,Mens E-Mail,1,0,0.0,1,True,False,False,True,0.013631209465325518,1,low,5.0,1.0,0.013631209465325518
571,3,5) $500 - $750,722.22,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013631106570863655,1,low,5.0,1.0,0.013631106570863655
572,11,5) $500 - $750,603.2,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.013630729418084714,1,low,5.0,1.0,0.013630729418084714
573,2,"6) $750 - $1,000",862.86,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.01362962052359372,1,low,5.0,1.0,0.01362962052359372
574,2,5) $500 - $750,749.65,1,1,1,Womens E-Mail,1,1,189.79,1,False,True,False,False,0.013626695727547478,1,low,5.0,1.0,0.013626695727547478
575,1,"6) $750 - $1,000",778.21,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013625694206025728,1,low,5.0,1.0,0.013625694206025728
576,4,5) $500 - $750,691.41,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.01362531961978589,1,low,5.0,1.0,0.01362531961978589
577,8,5) $500 - $750,575.62,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.01362464920252656,1,low,5.0,1.0,0.01362464920252656
578,5,5) $500 - $750,661.78,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013623092845449204,1,low,5.0,1.0,0.013623092845449204
579,3,5) $500 - $750,719.53,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013622990574733564,1,low,5.0,1.0,0.013622990574733564
580,8,5) $500 - $750,686.48,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.013620483816079974,1,low,5.0,1.0,0.013620483816079974
581,10,5) $500 - $750,628.63,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.0136202843769023,1,low,5.0,1.0,0.0136202843769023
582,4,5) $500 - $750,689.31,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013618983712026338,1,low,5.0,1.0,0.013618983712026338
583,1,"7) $1,000 +",1131.01,1,1,1,No E-Mail,1,0,0.0,0,False,False,False,False,0.013616067242589583,1,low,5.0,1.0,0.013616067242589583
584,1,"6) $750 - $1,000",774.14,1,1,1,Womens E-Mail,1,1,69.25,1,False,True,False,False,0.013613414613367934,1,low,5.0,1.0,0.013613414613367934
585,5,5) $500 - $750,658.25,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013612442486215293,1,low,5.0,1.0,0.013612442486215293
586,1,"6) $750 - $1,000",773.73,1,1,1,No E-Mail,1,0,0.0,0,False,True,False,False,0.013612177602805354,1,low,5.0,1.0,0.013612177602805354
587,1,"6) $750 - $1,000",885.62,1,1,1,Mens E-Mail,1,0,0.0,1,True,False,False,False,0.01361111982825988,1,low,5.0,1.0,0.01361111982825988
588,10,5) $500 - $750,624.88,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.013608970255903104,1,low,5.0,1.0,0.013608970255903104
589,6,5) $500 - $750,627.74,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013607560664817463,1,low,5.0,1.0,0.013607560664817463
590,1,"6) $750 - $1,000",883.04,1,1,1,Mens E-Mail,1,0,0.0,1,True,False,False,False,0.013603335713012433,1,low,5.0,1.0,0.013603335713012433
591,11,4) $350 - $500,481.68,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013602732529904252,1,low,5.0,1.0,0.013602732529904252
592,4,"7) $1,000 +",1256.74,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,True,0.01360060533769471,1,low,5.0,1.0,0.01360060533769471
593,3,5) $500 - $750,711.94,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013600090793831194,1,low,5.0,1.0,0.013600090793831194
594,12,5) $500 - $750,562.94,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.013596430882088974,1,low,5.0,1.0,0.013596430882088974
595,5,"6) $750 - $1,000",765.09,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.013596148362057569,1,low,5.0,1.0,0.013596148362057569
596,1,"7) $1,000 +",1453.86,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,True,0.013595185304064079,1,low,5.0,1.0,0.013595185304064079
597,11,5) $500 - $750,591.39,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.013595097479684579,1,low,5.0,1.0,0.013595097479684579
598,1,"6) $750 - $1,000",767.24,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013592596630729412,1,low,5.0,1.0,0.013592596630729412
599,1,"7) $1,000 +",1340.41,1,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,True,0.013591536404273886,1,low,5.0,1.0,0.013591536404273886
600,2,5) $500 - $750,737.64,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013590460369360721,1,low,5.0,1.0,0.013590460369360721
601,6,5) $500 - $750,733.97,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.013589426110310535,1,low,5.0,1.0,0.013589426110310535
602,7,5) $500 - $750,592.1,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013587201125892734,1,low,5.0,1.0,0.013587201125892734
603,3,5) $500 - $750,707.55,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.0135868457295148,1,low,5.0,1.0,0.0135868457295148
604,5,5) $500 - $750,649.6,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013586344580443815,1,low,5.0,1.0,0.013586344580443815
605,10,5) $500 - $750,504.49,1,1,1,Mens E-Mail,1,0,0.0,1,False,True,False,False,0.013584382689517067,1,low,5.0,1.0,0.013584382689517067
606,10,5) $500 - $750,503.34,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.01358091302574398,1,low,5.0,1.0,0.01358091302574398
607,7,"6) $750 - $1,000",945.43,1,1,1,Womens E-Mail,0,0,0.0,1,False,False,False,False,0.013579173224891142,1,low,5.0,1.0,0.013579173224891142
608,2,"7) $1,000 +",1089.43,1,1,1,No E-Mail,0,0,0.0,0,False,False,False,False,0.013577786136002128,1,low,5.0,1.0,0.013577786136002128
609,2,5) $500 - $750,733.32,1,1,1,Mens E-Mail,1,0,0.0,1,False,True,False,False,0.013577426501969646,1,low,5.0,1.0,0.013577426501969646
610,11,"6) $750 - $1,000",828.91,1,1,1,Mens E-Mail,0,0,0.0,1,False,False,False,False,0.013576300325410637,1,low,5.0,1.0,0.013576300325410637
611,2,"7) $1,000 +",1305.72,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.013574043109335618,1,low,5.0,1.0,0.013574043109335618
612,2,5) $500 - $750,732.13,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013573836154239235,1,low,5.0,1.0,0.013573836154239235
613,3,5) $500 - $750,702.75,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013572363654635829,1,low,5.0,1.0,0.013572363654635829
614,10,4) $350 - $500,499.39,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.01356899548495816,1,low,5.0,1.0,0.01356899548495816
615,2,5) $500 - $750,730.13,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013567801956372999,1,low,5.0,1.0,0.013567801956372999
616,2,"6) $750 - $1,000",841.81,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.013566110591051568,1,low,5.0,1.0,0.013566110591051568
617,7,5) $500 - $750,584.72,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013564934935766316,1,low,5.0,1.0,0.013564934935766316
618,9,5) $500 - $750,526.25,1,1,1,Mens E-Mail,1,0,0.0,1,False,True,False,False,0.013562864895250108,1,low,5.0,1.0,0.013562864895250108
619,1,"6) $750 - $1,000",757.38,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013562848035248862,1,low,5.0,1.0,0.013562848035248862
620,5,"6) $750 - $1,000",997.8,1,1,1,No E-Mail,0,0,0.0,0,False,False,False,False,0.013562838961915324,1,low,5.0,1.0,0.013562838961915324
621,7,5) $500 - $750,582.74,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.01355896107987874,1,low,5.0,1.0,0.01355896107987874
622,3,"7) $1,000 +",1271.66,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,True,0.013558450586725217,1,low,5.0,1.0,0.013558450586725217
623,5,5) $500 - $750,640.16,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013557863166515173,1,low,5.0,1.0,0.013557863166515173
624,4,"6) $750 - $1,000",780.55,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.013555622844511958,1,low,5.0,1.0,0.013555622844511958
625,1,"6) $750 - $1,000",866.98,1,1,1,Mens E-Mail,1,0,0.0,1,True,False,False,False,0.013554881104146543,1,low,5.0,1.0,0.013554881104146543
626,3,5) $500 - $750,696.34,1,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,False,0.013553024050474538,1,low,5.0,1.0,0.013553024050474538
627,2,5) $500 - $750,725.06,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013552505264782085,1,low,5.0,1.0,0.013552505264782085
628,10,5) $500 - $750,606.05,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.013552158282992475,1,low,5.0,1.0,0.013552158282992475
629,1,"6) $750 - $1,000",753.68,1,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,False,0.013551684769196319,1,low,5.0,1.0,0.013551684769196319
630,10,5) $500 - $750,605.81,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.013551434179248525,1,low,5.0,1.0,0.013551434179248525
631,1,"7) $1,000 +",1108.84,1,1,1,Womens E-Mail,0,0,0.0,1,False,False,False,False,0.013549178159242337,1,low,5.0,1.0,0.013549178159242337
632,4,5) $500 - $750,666.1,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013548956845788648,1,low,5.0,1.0,0.013548956845788648
633,10,5) $500 - $750,604.74,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.01354820588339009,1,low,5.0,1.0,0.01354820588339009
634,7,"6) $750 - $1,000",935.11,1,1,1,Mens E-Mail,0,0,0.0,1,False,False,False,False,0.013548036763901355,1,low,5.0,1.0,0.013548036763901355
635,2,"7) $1,000 +",1409.29,1,1,1,Mens E-Mail,1,0,0.0,1,True,False,False,True,0.013547883071666596,1,low,5.0,1.0,0.013547883071666596
636,10,4) $350 - $500,492.11,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013547031004725055,1,low,5.0,1.0,0.013547031004725055
637,5,"7) $1,000 +",1209.42,1,1,1,No E-Mail,1,0,0.0,0,False,True,False,True,0.013545006083231153,1,low,5.0,1.0,0.013545006083231153
638,1,5) $500 - $750,748.82,1,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,False,0.013537021668381364,1,low,5.0,1.0,0.013537021668381364
639,4,"6) $750 - $1,000",774.26,1,1,1,Mens E-Mail,1,0,0.0,1,True,False,False,False,0.013536645292222642,1,low,5.0,1.0,0.013536645292222642
640,1,5) $500 - $750,748.18,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013535090725064165,1,low,5.0,1.0,0.013535090725064165
641,2,"7) $1,000 +",1291.85,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,True,0.013532195947133261,1,low,5.0,1.0,0.013532195947133261
642,1,5) $500 - $750,745.63,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013527397122784713,1,low,5.0,1.0,0.013527397122784713
643,5,"7) $1,000 +",1802.3,0,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.013527166771871548,1,low,5.0,1.0,0.013527166771871548
644,2,"7) $1,000 +",1401.43,1,1,1,Mens E-Mail,1,0,0.0,1,True,False,False,True,0.01352416867405228,1,low,5.0,1.0,0.01352416867405228
645,2,"6) $750 - $1,000",827.82,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.013523901376977236,1,low,5.0,1.0,0.013523901376977236
646,4,"6) $750 - $1,000",769.78,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.013523128689002269,1,low,5.0,1.0,0.013523128689002269
647,1,5) $500 - $750,743.5,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.01352097070205717,1,low,5.0,1.0,0.01352097070205717
648,1,5) $500 - $750,742.96,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013519341468633286,1,low,5.0,1.0,0.013519341468633286
649,1,5) $500 - $750,742.74,1,1,1,No E-Mail,1,0,0.0,0,False,True,False,False,0.013518677706867998,1,low,5.0,1.0,0.013518677706867998
650,2,"7) $1,000 +",1399.09,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,True,0.013517108662548783,1,low,5.0,1.0,0.013517108662548783
651,5,5) $500 - $750,626.29,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013516016004312813,1,low,5.0,1.0,0.013516016004312813
652,9,5) $500 - $750,622.34,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.013514136957561354,1,low,5.0,1.0,0.013514136957561354
653,2,"6) $750 - $1,000",824.52,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.013513944950497942,1,low,5.0,1.0,0.013513944950497942
654,5,"7) $1,000 +",1311.18,1,1,1,Womens E-Mail,1,0,0.0,1,True,False,False,True,0.013513385096493183,1,low,5.0,1.0,0.013513385096493183
655,9,5) $500 - $750,621.56,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.01351178362039352,1,low,5.0,1.0,0.01351178362039352
656,1,"7) $1,000 +",1426.13,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.013511521150648692,1,low,5.0,1.0,0.013511521150648692
657,8,5) $500 - $750,537.94,1,1,1,Mens E-Mail,1,0,0.0,1,False,True,False,False,0.013510964914726638,1,low,5.0,1.0,0.013510964914726638
658,4,5) $500 - $750,652.85,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013508980284924824,1,low,5.0,1.0,0.013508980284924824
659,4,5) $500 - $750,651.95,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013506264895885016,1,low,5.0,1.0,0.013506264895885016
660,1,"7) $1,000 +",1094.28,1,1,1,No E-Mail,0,0,0.0,0,False,False,False,False,0.013505249198776126,1,low,5.0,1.0,0.013505249198776126
661,4,5) $500 - $750,651.35,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013504454636525144,1,low,5.0,1.0,0.013504454636525144
662,9,5) $500 - $750,618.2,1,1,1,Mens E-Mail,1,1,73.82,1,True,False,False,False,0.013501646167978242,1,low,5.0,1.0,0.013501646167978242
663,4,"6) $750 - $1,000",762.35,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.013500711643929195,1,low,5.0,1.0,0.013500711643929195
664,10,4) $350 - $500,476.27,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.01349924015762445,1,low,5.0,1.0,0.01349924015762445
665,6,5) $500 - $750,703.76,1,1,1,Womens E-Mail,1,0,0.0,1,True,False,False,False,0.013498279551541013,1,low,5.0,1.0,0.013498279551541013
666,1,"7) $1,000 +",1091.61,1,1,1,No E-Mail,1,0,0.0,0,False,False,False,False,0.013497193544624699,1,low,5.0,1.0,0.013497193544624699
667,8,5) $500 - $750,533.13,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013496452668858336,1,low,5.0,1.0,0.013496452668858336
668,9,5) $500 - $750,502.48,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.01349114845360987,1,low,5.0,1.0,0.01349114845360987
669,9,5) $500 - $750,502.44,1,1,1,Mens E-Mail,1,0,0.0,1,False,True,False,False,0.013491027769652546,1,low,5.0,1.0,0.013491027769652546
670,2,5) $500 - $750,704.54,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013490594394674486,1,low,5.0,1.0,0.013490594394674486
671,1,5) $500 - $750,733.39,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013490467831843336,1,low,5.0,1.0,0.013490467831843336
672,1,5) $500 - $750,731.97,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013486183551358309,1,low,5.0,1.0,0.013486183551358309
673,1,5) $500 - $750,731.92,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013486032696411653,1,low,5.0,1.0,0.013486032696411653
674,8,5) $500 - $750,528.43,1,1,1,Mens E-Mail,1,0,0.0,1,False,True,False,False,0.013482272303872677,1,low,5.0,1.0,0.013482272303872677
675,5,5) $500 - $750,614.7,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013481047827677964,1,low,5.0,1.0,0.013481047827677964
676,1,5) $500 - $750,729.71,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013479364907769461,1,low,5.0,1.0,0.013479364907769461
677,6,5) $500 - $750,585.13,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013479002079277266,1,low,5.0,1.0,0.013479002079277266
678,7,5) $500 - $750,668.43,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.01347885531328555,1,low,5.0,1.0,0.01347885531328555
679,1,5) $500 - $750,729.49,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013478701146004173,1,low,5.0,1.0,0.013478701146004173
680,7,5) $500 - $750,668.35,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.0134786139453709,1,low,5.0,1.0,0.0134786139453709
681,1,"6) $750 - $1,000",841.18,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.013477039951672076,1,low,5.0,1.0,0.013477039951672076
682,1,"6) $750 - $1,000",840.72,1,1,1,No E-Mail,1,0,0.0,0,True,False,False,False,0.01347565208616284,1,low,5.0,1.0,0.01347565208616284
